product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
Lid Coffeecup 12oz D9542b,69,16.51,3/17/2023,Babbleset,Apt 1800,home goods,61.29,2125283321544,350
Appetizer - Tarragon Chicken,960,803.71,11/19/2022,Skinte,Apt 537,electronics,60.6,9167042021221,283
Couscous,547,776.22,4/4/2022,Buzzdog,Suite 28,home goods,67.07,3649892332727,113
Rappini - Andy Boy,828,560.95,2/20/2022,Muxo,Apt 279,home goods,4.17,3287052994100,188
Flour - Strong,225,4.22,4/24/2023,Browsetype,Suite 9,home goods,14.56,3901712620311,324
Table Cloth 62x120 Colour,453,221.57,6/30/2022,Cogidoo,PO Box 57546,home goods,95.9,4270759977336,349
"Wine - Red, Mouton Cadet",627,515.26,1/31/2022,Gabspot,Room 1602,electronics,76.12,9889125296232,183
"Doilies - 7, Paper",273,410.37,1/4/2022,Jabberbean,Room 1037,electronics,5.84,4514148356846,358
Container - Clear 16 Oz,811,265.93,4/23/2022,Gabvine,Room 1672,electronics,45.34,6730863652168,105
Bread - White Mini Epi,333,810.5,9/15/2022,Meedoo,Apt 1322,clothing,89.2,3947214901042,4
Flax Seed,327,283.18,4/9/2022,Oba,Suite 66,home goods,45.69,9910203648699,56
"Shrimp - 21/25, Peel And Deviened",985,726.25,8/15/2023,Lazz,Room 1276,clothing,59.43,6623095992006,171
Beef - Top Sirloin,769,562.61,6/10/2023,Wikivu,10th Floor,clothing,2.73,5369705441964,173
Stainless Steel Cleaner Vision,719,708.47,4/29/2022,Rhyloo,Suite 15,electronics,72.51,5557236839667,183
Onions - Green,787,938.19,10/6/2023,Jaloo,5th Floor,home goods,83.44,1600215003857,274
Octopus,929,518.41,6/17/2022,Cogidoo,Apt 923,clothing,59.74,4341893515577,81
Arrowroot,619,989.81,4/24/2023,Fliptune,Room 1912,home goods,56.09,1248302811641,67
Whmis Spray Bottle Graduated,89,113.27,3/12/2022,Twitterwire,Room 874,electronics,16.71,3905398635101,212
Sugar - Icing,437,929.24,4/23/2022,Bubblemix,Room 24,electronics,7.19,7220644992615,236
Tomato Puree,67,980.17,1/7/2022,Linkbuzz,PO Box 15186,clothing,56.28,1097953043322,331
Five Alive Citrus,463,718.77,6/22/2022,Jabbercube,3rd Floor,electronics,36.74,3660696390525,202
Bread Roll Foccacia,944,396.25,12/26/2023,Quaxo,Suite 20,clothing,31.09,5574309774180,89
Soup - Cream Of Broccoli,97,868.77,8/21/2022,Jatri,Room 1270,clothing,13.07,8020725624929,284
Muffins - Assorted,206,215.65,6/5/2023,Photolist,PO Box 14190,home goods,77.19,9010692526196,32
Apple - Royal Gala,521,445.54,5/13/2022,Rhynoodle,Apt 880,home goods,96.93,3325330703908,14
Dikon,942,699.34,8/24/2022,Skiba,Apt 882,clothing,58.18,2920504832614,287
Shrimp - Black Tiger 6 - 8,751,769.78,11/9/2022,Meedoo,10th Floor,electronics,41.58,6858478258410,202
Oranges,710,33.42,6/11/2022,Yodel,9th Floor,home goods,13.17,7640751561961,134
"Chicken - White Meat, No Tender",413,417.44,7/14/2023,Blognation,PO Box 71570,clothing,39.8,3424435891394,181
Vinegar - White,300,766.0,2/17/2022,Yodel,Suite 46,electronics,68.13,7900798450147,320
Mince Meat - Filling,343,483.05,7/4/2022,Yabox,Suite 94,home goods,61.54,5662620188650,207
Octopus,270,929.33,12/20/2023,Wikizz,Room 1503,home goods,28.59,7627473177364,209
"Dill - Primerba, Paste",40,373.23,1/17/2022,Jabbersphere,8th Floor,home goods,46.71,5150413057263,64
Berry Brulee,870,77.78,1/3/2023,Brainverse,Room 709,clothing,24.8,7179060003005,100
Aromat Spice / Seasoning,837,668.3,6/9/2023,Skibox,1st Floor,home goods,71.39,9184748522999,324
Beef - Rib Eye Aaa,929,920.34,1/21/2023,Voonder,PO Box 11094,home goods,60.25,1657357969708,288
"Wine - Magnotta - Red, Baco",776,99.45,11/24/2023,Zoonoodle,Apt 1421,clothing,60.73,8548972226767,351
"Soup - Campbells, Chix Gumbo",245,551.79,4/11/2022,Mynte,Apt 464,home goods,86.55,1045645419930,1
Garlic Powder,518,277.19,3/23/2023,Ooba,PO Box 99239,clothing,99.29,5853319656640,164
Pastry - French Mini Assorted,555,512.47,10/17/2022,Wordtune,Apt 941,clothing,15.14,4630878322586,104
Bread Country Roll,955,708.62,2/12/2022,Vidoo,Room 994,home goods,7.76,5327385726186,94
Bandage - Flexible Neon,908,844.73,6/17/2023,Jayo,Room 1612,electronics,38.43,1130565487649,333
Ice Cream - Fudge Bars,274,662.26,7/25/2022,Ailane,Apt 1152,home goods,99.03,2914893055776,191
"Rum - Light, Captain Morgan",983,304.78,4/3/2023,Yotz,Apt 1812,electronics,75.41,7306431716552,289
Tomato - Plum With Basil,255,93.53,11/5/2023,Linklinks,Suite 10,electronics,15.31,5765886520826,164
External Supplier,435,453.07,2/18/2023,Twimm,PO Box 67719,home goods,34.4,1874510918511,326
Olive - Spread Tapenade,426,841.05,8/4/2022,Brainbox,PO Box 37340,home goods,14.67,2572485389539,119
"Lamb - Leg, Bone In",439,714.04,5/25/2023,Kayveo,16th Floor,clothing,75.13,5693595969303,328
Rabbit - Saddles,848,867.78,3/15/2022,Flipopia,Apt 1986,home goods,39.97,4788467360648,135
Crab Brie In Phyllo,856,391.07,5/30/2023,Dabfeed,Suite 86,electronics,24.33,8482818754269,211
Wine - Periguita Fonseca,200,138.93,2/28/2023,Twitterbeat,PO Box 77708,home goods,9.32,5668760609139,55
Wine - Vovray Sec Domaine Huet,248,945.85,4/7/2022,Jayo,Room 501,clothing,90.36,7709536737986,358
Pastry - Carrot Muffin - Mini,508,427.36,9/19/2022,Wordpedia,3rd Floor,clothing,1.49,1636664734338,221
Dry Ice,898,918.74,12/23/2022,Twitternation,Apt 196,clothing,89.62,9388604882469,27
Puree - Mango,322,669.97,4/14/2022,Babbleset,Suite 32,home goods,53.15,5109568471657,69
Shrimp - 150 - 250,439,603.71,2/9/2023,Avamba,Apt 508,home goods,6.72,6933669741349,96
"Glass - Wine, Plastic, Clear 5 Oz",8,360.3,4/30/2023,Oyoba,PO Box 65076,electronics,93.15,7051980181511,327
Island Oasis - Raspberry,461,484.56,7/10/2023,Eadel,Suite 52,home goods,97.6,5818742582768,69
Soup - Chicken And Wild Rice,598,933.01,4/28/2023,Demivee,2nd Floor,clothing,49.88,1587875497261,127
Cake - French Pear Tart,376,885.91,12/13/2023,Dabfeed,Room 1771,electronics,99.67,9870449572478,58
"Soup - Knorr, Chicken Gumbo",925,25.11,9/13/2023,Rhyzio,Apt 1826,clothing,14.35,7064320066102,307
Wine - Taylors Reserve,829,447.64,10/12/2022,Livetube,Apt 1861,clothing,1.61,9382431078333,26
Schnappes Peppermint - Walker,151,876.36,9/25/2023,Topdrive,PO Box 54525,home goods,65.48,4156730103283,105
"Shrimp - 16/20, Peeled Deviened",556,444.99,5/17/2022,Tazz,Apt 737,clothing,84.23,4107765377559,161
Flavouring - Orange,633,398.47,5/21/2023,Vinder,Room 285,clothing,60.59,2626382264072,139
"Bread - Pullman, Sliced",659,33.6,10/4/2022,Skalith,Room 448,clothing,61.22,1767847826511,235
"Veal - Inside, Choice",420,711.43,12/9/2022,Lazzy,20th Floor,electronics,10.74,5521879811334,288
Wine - Chateau Timberlay,322,979.19,7/24/2023,Jamia,Room 758,home goods,23.4,5061006492024,84
Cookies Almond Hazelnut,890,666.78,9/29/2022,Thoughtbridge,PO Box 4879,clothing,95.92,4059926070290,237
Wiberg Super Cure,142,845.76,12/3/2023,Nlounge,PO Box 22337,clothing,40.26,1231772014578,62
Wine - Sauvignon Blanc,115,704.68,12/27/2023,Jaloo,Apt 329,clothing,3.51,2996715323916,359
"Iced Tea - Lemon, 460 Ml",137,270.16,2/16/2023,Dynava,Suite 98,clothing,64.93,2453714848525,4
Country Roll,981,463.63,10/4/2023,Flashpoint,20th Floor,clothing,8.09,8173128231134,350
Pepper - Red Bell,929,323.05,7/11/2022,Skivee,10th Floor,electronics,85.06,7060121875508,169
Dish Towel,233,54.24,7/5/2023,Edgepulse,PO Box 55127,clothing,36.97,6886965063617,115
Bread - Raisin Walnut Pull,980,725.42,2/18/2023,Dabfeed,Apt 1984,home goods,46.09,2667017579938,113
Gelatine Leaves - Envelopes,398,694.82,9/8/2022,Avamm,PO Box 68923,electronics,33.39,1234387528872,120
Pastry - Mini French Pastries,973,265.99,1/9/2023,Livefish,Suite 60,electronics,35.07,4283587879712,236
"Coffee - Beans, Whole",477,265.84,12/22/2022,Skipstorm,Suite 35,clothing,77.56,3737951045663,192
Prunes - Pitted,646,624.91,10/5/2023,Buzzbean,PO Box 83063,clothing,96.33,7752555757942,35
Rosemary - Fresh,7,4.43,8/31/2023,Jetpulse,Apt 1396,clothing,61.81,4169520173730,120
Carbonated Water - Peach,409,137.7,6/9/2023,Dazzlesphere,12th Floor,electronics,31.52,1552400349956,210
Cornstarch,632,535.92,12/1/2022,Twimm,6th Floor,clothing,77.94,3139871013594,223
Mudslide,543,449.68,5/21/2023,Brainsphere,Suite 37,clothing,56.82,4983312183471,92
Chinese Foods - Plain Fried Rice,595,570.41,8/28/2022,Oyondu,Room 1846,home goods,94.07,5812670946052,67
Nantucket - Carrot Orange,823,627.78,8/17/2022,Yodel,4th Floor,home goods,63.1,3997849935791,168
Mousse - Banana Chocolate,472,904.58,9/8/2022,Einti,5th Floor,clothing,68.96,2117083137225,292
Chocolate - Chips Compound,243,60.44,8/11/2023,Youopia,19th Floor,home goods,33.3,9112468922057,1
Pastry - Raisin Muffin - Mini,103,136.08,3/26/2023,Dazzlesphere,PO Box 61393,electronics,74.38,1098990658170,16
Guinea Fowl,446,597.75,5/27/2023,Topicstorm,Room 1027,electronics,82.52,7030021134327,15
Pie Filling - Apple,46,485.58,4/19/2022,Youspan,Room 561,electronics,80.8,1064818459614,150
Chips Potato Salt Vinegar 43g,144,11.97,5/17/2022,Brightbean,Suite 57,clothing,46.39,8046562012327,309
Pumpkin,979,105.58,10/23/2022,Ntags,Suite 44,clothing,93.0,6850570857205,63
Chicken Breast Wing On,727,918.71,6/23/2023,Topicshots,Room 662,home goods,53.18,6963791824864,102
Sage - Rubbed,324,839.6,3/3/2022,Gabtune,PO Box 87794,electronics,61.16,3372840354526,18
Puree - Blackcurrant,167,57.8,2/22/2022,Vinder,Room 1358,home goods,32.39,4285055144260,65
"Chicken - Leg, Fresh",944,481.27,6/30/2022,Skiba,Suite 84,electronics,17.06,1716225160002,304
Wine - Magnotta - Cab Franc,931,173.33,9/8/2023,Skivee,PO Box 527,clothing,97.31,6584979635366,101
Puree - Mango,32,475.5,5/26/2023,Gigashots,Apt 395,electronics,86.58,2331880905682,165
Tomatoes - Yellow Hot House,110,892.96,5/9/2022,Linklinks,Suite 87,home goods,17.68,7709655249357,63
Catfish - Fillets,551,53.72,3/2/2023,Tazzy,PO Box 90566,home goods,21.13,7019449249377,40
Beets - Mini Golden,405,202.66,2/24/2023,Gigazoom,PO Box 85659,home goods,79.17,3803485459768,332
Ham Black Forest,604,843.78,3/19/2023,Twitterwire,7th Floor,electronics,75.96,4632031089750,221
"Club Soda - Schweppes, 355 Ml",855,676.26,3/5/2022,Oyonder,Suite 63,clothing,50.89,7773182756774,116
Wine - Zinfandel Rosenblum,792,826.54,7/12/2023,Ntag,Apt 1384,clothing,13.84,7001383664906,58
Coffee Beans - Chocolate,438,410.28,1/22/2022,Mydo,Room 1601,electronics,95.18,8340609640272,48
Amarula Cream,136,964.79,10/16/2023,Rhybox,16th Floor,home goods,10.91,5114084150884,135
Roe - Flying Fish,430,626.96,11/19/2023,Jetwire,Room 1319,electronics,15.83,7630479784379,43
Hinge W Undercut,633,504.42,5/20/2022,Twimm,2nd Floor,home goods,35.62,8099324767122,315
Steam Pan Full Lid,851,137.09,2/24/2022,Bluejam,Suite 45,electronics,95.46,2697655052064,105
Lettuce - Radicchio,422,939.32,8/27/2022,Skipstorm,Room 1105,electronics,29.62,3334699176294,121
Beans - Soya Bean,795,483.53,9/8/2023,Brainsphere,Apt 1920,home goods,72.93,1104182393022,13
Glass Clear 8 Oz,621,3.2,5/27/2023,Pixope,Room 786,clothing,44.48,5147382640959,85
Kellogs Cereal In A Cup,136,682.64,6/22/2023,Gigaclub,9th Floor,clothing,5.9,4213302089932,214
Grapes - Green,166,738.1,2/22/2022,Vitz,18th Floor,home goods,17.25,5461085947602,59
Pancetta,306,657.06,7/28/2023,Centimia,Apt 1934,electronics,78.87,1303694153955,328
Cherries - Fresh,189,712.71,12/21/2023,Twiyo,10th Floor,clothing,8.06,3111772440140,316
Hog / Sausage Casing - Pork,423,265.11,7/17/2023,Photospace,Room 1380,electronics,35.98,5469839953680,77
Canadian Emmenthal,245,38.18,1/12/2023,Kwinu,Suite 90,electronics,36.15,5370099272681,243
"Bread - White, Unsliced",489,736.99,11/27/2023,Zoonder,Suite 73,clothing,18.68,4712510851428,91
Melon - Cantaloupe,140,510.15,7/13/2022,Voonder,Room 1410,electronics,51.52,7746289123624,229
Oysters - Smoked,30,366.19,7/25/2023,Jatri,Apt 1414,clothing,14.28,8465590278725,270
Watercress,274,410.65,2/3/2023,Teklist,6th Floor,clothing,77.49,8567954023626,260
Scallops - Live In Shell,636,817.18,12/14/2022,Jaxworks,Room 1063,home goods,54.79,3383339287806,340
Sprouts - Bean,412,885.98,3/5/2023,Skinte,Suite 82,electronics,65.2,6141822662823,45
Sobe - Berry Energy,788,942.77,3/12/2022,Katz,Suite 27,clothing,19.01,5149975185569,188
Wine - Pinot Noir Pond Haddock,725,472.91,10/25/2023,Blogspan,Room 84,clothing,36.78,8717763364474,197
Bread - Assorted Rolls,987,556.26,7/8/2022,Oyoyo,Suite 12,clothing,16.79,7657613437110,347
Beer - Camerons Auburn,257,418.47,4/27/2022,Rhynoodle,Apt 1533,clothing,46.46,7438251092711,132
Sprouts - Bean,229,782.13,3/25/2022,Wikizz,13th Floor,electronics,84.12,8484959458787,280
Gloves - Goldtouch Disposable,107,175.06,12/16/2022,Leexo,Apt 1067,home goods,82.16,9898219515827,101
Seedlings - Clamshell,79,524.35,4/8/2022,Quinu,PO Box 57986,electronics,31.2,3389390163185,193
Oxtail - Cut,604,526.55,3/31/2022,Thoughtmix,Apt 891,clothing,61.32,3849472802537,277
"Brownies - Two Bite, Chocolate",116,364.92,7/27/2023,Yamia,8th Floor,clothing,48.3,8807296307714,60
Flower - Daisies,614,851.9,9/9/2023,Npath,10th Floor,home goods,37.07,5878411523945,238
Zucchini - Green,324,584.66,6/12/2023,Trilith,Suite 6,electronics,49.2,5551555225941,38
Flour - Strong Pizza,318,571.21,9/22/2023,Pixonyx,PO Box 2248,home goods,1.11,3482616284129,194
"Tart Shells - Savory, 4",551,597.99,12/5/2022,Vimbo,Suite 39,clothing,12.41,6488835948695,72
Truffle - Whole Black Peeled,566,59.33,5/15/2022,Browseblab,Suite 23,home goods,70.65,4871469397594,286
Appetizer - Lobster Phyllo Roll,294,620.06,8/28/2023,Brainverse,Apt 1244,electronics,59.48,3060990835294,69
Wine - Ej Gallo Sierra Valley,849,614.12,5/22/2022,Abatz,Apt 540,clothing,12.24,1896841825585,33
"Octopus - Baby, Cleaned",596,716.65,12/9/2023,Oozz,Apt 1022,clothing,9.9,4752781720189,70
Wine La Vielle Ferme Cote Du,708,296.23,11/25/2023,Zoomlounge,Room 1325,electronics,66.9,3910957440394,316
"Fish - Halibut, Cold Smoked",108,269.79,7/29/2022,Oyonder,Suite 31,clothing,37.76,5632857305314,31
Wine - Zinfandel Rosenblum,901,380.36,9/16/2023,Youopia,Room 774,electronics,75.47,4496928115684,313
Ice Cream - Life Savers,160,483.11,3/11/2023,Dablist,PO Box 29920,clothing,46.38,6719934222533,226
Cilantro / Coriander - Fresh,154,111.76,9/30/2023,Skipfire,Suite 46,electronics,68.64,4177499146027,332
Milk Powder,707,737.91,9/4/2023,Lazzy,Room 1734,electronics,95.06,2214782424576,13
"Gin - Gilbeys London, Dry",382,985.31,5/3/2022,Divape,Room 1026,clothing,57.95,3206323394643,63
Dr. Pepper - 355ml,218,762.91,2/2/2023,Flashset,Room 1841,home goods,24.24,2969250944447,154
Table Cloth 54x54 Colour,466,990.67,2/12/2023,Skyba,13th Floor,electronics,9.11,9954101141421,193
"Ecolab - Orange Frc, Cleaner",387,820.67,4/28/2022,Skimia,6th Floor,clothing,18.44,6838531880827,278
"Cheese - Romano, Grated",531,469.1,4/21/2023,Fliptune,Suite 99,home goods,69.42,1320781032006,35
Nori Sea Weed - Gold Label,497,957.84,4/19/2023,Rhybox,Apt 1655,clothing,26.76,8846515515900,21
Beef - Top Butt,449,750.42,8/4/2022,Reallinks,Room 559,clothing,65.87,8317698826303,50
Mint - Fresh,913,803.36,6/25/2023,Flashspan,Room 1629,electronics,87.91,2292720240281,60
Beef - Cow Feet Split,71,387.45,9/6/2022,Roomm,Suite 20,home goods,50.72,8431597959674,243
Sponge Cake Mix - Vanilla,651,609.82,12/24/2022,Oodoo,Room 1336,electronics,23.55,1042673086391,241
Oil - Olive Bertolli,353,276.39,1/21/2022,Topicblab,Apt 548,electronics,79.21,2145693654478,302
Pork - Bones,81,355.32,5/22/2022,Gigazoom,PO Box 27841,home goods,96.31,5584090564928,39
"Cheese - Havarti, Roasted Garlic",134,113.76,4/9/2022,Skyndu,Suite 5,home goods,5.45,1887245761012,265
Sauce - Balsamic Viniagrette,63,625.47,12/20/2023,Tagfeed,5th Floor,clothing,36.89,7332373058741,235
Salt And Pepper Mix - White,886,808.25,9/10/2022,Ozu,1st Floor,clothing,77.01,4117288839061,16
Garlic,140,459.56,2/23/2022,Mynte,Apt 1346,home goods,45.91,3502697121623,136
"Soup - Knorr, Classic Can. Chili",67,515.74,1/25/2023,Wikibox,11th Floor,clothing,58.94,6921605321938,49
Pork Loin Cutlets,659,231.8,9/12/2023,Innojam,PO Box 23767,electronics,52.04,9010797804746,185
Banana - Leaves,528,867.54,8/11/2023,Mymm,PO Box 77893,clothing,23.13,1148725090790,244
Wine - Chateau Timberlay,316,750.78,1/12/2022,Quinu,PO Box 26276,home goods,38.37,5762873705170,238
"Rice Pilaf, Dry,package",585,828.82,4/29/2023,Jaxnation,PO Box 66480,clothing,59.01,5004566375980,157
Cumin - Whole,469,638.72,11/11/2023,Meedoo,Room 772,clothing,81.74,8732803053238,341
Pomegranates,154,572.2,8/27/2022,Fivespan,7th Floor,electronics,2.12,1363899980495,270
Venison - Ground,669,751.36,8/24/2022,Fanoodle,Apt 1428,home goods,94.49,4096017288204,116
Milk 2% 500 Ml,276,176.2,8/24/2022,Brightbean,2nd Floor,clothing,29.55,2756208805407,173
Cleaner - Lime Away,461,820.4,7/19/2022,Jabbersphere,Room 1068,home goods,96.85,7425091391174,273
Pastry - Baked Scones - Mini,52,819.03,11/11/2023,Tagcat,17th Floor,home goods,55.88,5988824342627,180
Artichoke - Fresh,912,262.41,7/10/2023,Wikizz,16th Floor,electronics,57.76,6317352073709,253
"Chicken - Wings, Tip Off",610,129.1,12/31/2022,Topicshots,Suite 86,clothing,64.85,5246490535051,282
Cheese - Swiss,330,739.14,11/25/2022,Thoughtmix,8th Floor,home goods,54.31,3437900478335,96
Cookie Choc,753,232.07,3/22/2022,Photobean,Room 418,home goods,24.93,1459548910850,359
Basil - Thai,582,114.78,6/28/2023,Tagfeed,Apt 1596,home goods,52.51,4538341440023,240
Shiratamako - Rice Flour,134,21.58,12/16/2023,Abata,Suite 87,home goods,18.33,7598300976076,208
Cheese - Feta,954,209.9,8/1/2022,Pixonyx,Suite 89,electronics,57.71,4279337866124,106
Bread - Kimel Stick Poly,822,577.23,10/12/2023,Kwideo,Suite 78,clothing,72.55,5761054029448,75
Cake - Mini Potato Pancake,845,551.52,9/5/2023,Voolia,Suite 87,clothing,78.04,1647939700177,142
Cheese - Taleggio D.o.p.,206,985.56,1/8/2022,Devify,Apt 29,electronics,92.68,9099777624589,80
Oregano - Fresh,495,152.71,8/10/2022,Brainbox,Suite 100,home goods,25.2,8407195619943,115
Tea - Camomele,857,806.89,11/3/2022,Quire,Suite 34,electronics,21.56,6941350722673,97
Sausage - Meat,204,654.91,12/6/2022,Eayo,9th Floor,electronics,7.94,3282308751220,28
Puree - Mocha,87,571.52,1/20/2023,Demimbu,Suite 14,electronics,54.2,6525379329863,165
Wine - Periguita Fonseca,91,821.62,12/8/2022,Tagtune,Apt 82,electronics,2.63,2841710145635,116
Onion - Dried,44,406.28,8/26/2023,Wordpedia,Suite 47,electronics,93.49,8531128782478,238
Cornflakes,969,848.62,12/3/2022,Twinder,Suite 4,clothing,42.59,2517798157970,319
Paper Towel Touchless,620,505.23,2/16/2022,Meedoo,11th Floor,home goods,59.13,9661020144949,174
Anisette - Mcguiness,152,204.58,2/23/2023,Edgeify,5th Floor,clothing,3.82,7159241543258,343
Pectin,736,440.31,11/25/2023,Brainverse,PO Box 7198,electronics,43.57,9053659733780,98
Grapes - Green,781,115.45,3/19/2022,Edgepulse,Apt 1693,home goods,39.78,3283859344167,48
Coffee - French Vanilla Frothy,908,32.9,9/23/2023,Devbug,Apt 1522,home goods,42.89,5526499893638,193
Vector Energy Bar,669,780.0,5/19/2022,Agimba,Apt 369,electronics,83.34,8463408014489,273
Bread - Onion Focaccia,646,92.81,4/22/2023,Skalith,Apt 61,home goods,87.22,7541647738349,308
Vector Energy Bar,503,624.89,11/19/2023,Pixonyx,Suite 74,electronics,60.8,5751483421364,11
Plasticforkblack,316,128.83,4/11/2022,Avamm,Apt 1526,clothing,30.34,3851076307001,9
Wine - Barbera Alba Doc 2001,222,817.27,2/7/2023,Blogtag,7th Floor,electronics,42.87,9060014545491,237
"Nut - Walnut, Pieces",644,547.02,7/15/2023,Zoomcast,11th Floor,clothing,17.32,5746295103189,279
Ice Cream - Turtles Stick Bar,252,440.97,6/11/2023,Thoughtworks,Room 935,home goods,58.7,3028691998868,27
Pancetta,87,793.57,12/30/2022,Meezzy,Apt 548,home goods,78.99,2643884686238,207
Blue Curacao - Marie Brizard,936,895.32,3/7/2022,Realblab,Suite 86,electronics,38.8,2413644884190,339
Ham - Proscuitto,431,317.6,4/28/2023,Digitube,Apt 424,home goods,49.57,4894656268202,37
Orange - Blood,417,287.79,2/1/2022,Skajo,19th Floor,clothing,55.72,1707126422744,187
Island Oasis - Sweet And Sour Mix,325,924.95,9/28/2022,Kimia,1st Floor,electronics,40.89,2479891061248,338
"Bread - Crumbs, Bulk",186,587.61,11/24/2023,Jabbercube,5th Floor,electronics,65.9,1198377349569,201
Bread - Hot Dog Buns,887,427.41,5/23/2023,Yabox,Room 176,home goods,38.83,5903458072844,304
Chinese Lemon Pork,100,884.23,12/3/2023,Edgewire,PO Box 4356,home goods,76.65,3574165597499,350
"Nut - Walnut, Chopped",848,338.61,2/21/2022,Browsebug,Apt 1132,clothing,86.4,5378782141950,41
Wine - Gato Negro Cabernet,879,940.54,4/12/2022,Quinu,PO Box 53354,electronics,74.25,4620328068038,288
Sponge Cake Mix - Chocolate,599,448.39,8/28/2023,Innojam,PO Box 63324,clothing,36.18,3730393632236,71
Peach - Fresh,951,395.86,4/10/2023,Wikibox,Apt 1138,home goods,7.69,5187076201602,120
Wakami Seaweed,588,770.4,11/14/2023,Eazzy,Room 1055,clothing,21.24,9157611324421,46
Ice Cream Bar - Rolo Cone,497,268.94,8/4/2023,Voonyx,Suite 40,clothing,98.32,7079318652602,73
Avocado,592,946.2,3/13/2023,Leexo,PO Box 85868,electronics,22.7,7524195939803,173
Pastry - Apple Large,715,207.99,2/6/2022,Viva,Suite 94,home goods,68.4,1811413520476,123
Tea - Herbal I Love Lemon,662,947.47,3/1/2023,Quire,Room 1461,clothing,98.32,9203006377855,185
Kellogs Special K Cereal,935,308.28,12/5/2022,Oba,13th Floor,clothing,25.4,5159449884963,73
